Date - Time (PHT)	Latitude (°N)	Longitude (°E)	Depth of Focus (km)	Magnitude	Location	URL
22 January 2020 - 11:15 AM	15.76	118.93	058	3.2	101 km S 67° W of Agno (Pangasinan)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/January/2020_0122_0315_B2.html
22 January 2020 - 11:39 AM	13.75	120.9	008	2.8	004 km S 88° W of Mabini (Batangas)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/January/2020_0122_0339_B2.html
22 January 2020 - 03:37 PM	05.65	126.66	032	2.8	118 km S 77° E of Jose Abad Santos (Davao Occidental)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/January/2020_0122_0737_B2.html
22 January 2020 - 04:54 PM	05.96	126.58	189	2.7	097 km S 37° E of Governor Generoso (Davao Oriental)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/January/2020_0122_0854_B2.html
22 January 2020 - 05:25 PM	14.63	123.04	036	2.5	047 km N 35° E of Paracale (Camarines Norte)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/January/2020_0122_0925_B2.html
22 January 2020 - 07:48 PM	06.39	125.76	152	2.3	017 km S 81° E of Malita (Davao Occidental)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/January/2020_0122_1148_B2.html
22 January 2020 - 09:18 PM	14.08	120.95	032	1.5	004 km N 36° E of Laurel (Batangas)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/January/2020_0122_1318_B1.html
22 January 2020 - 09:34 PM	02.12	126.11	050	3.8	373 km S 11° E of Sarangani (Davao Occidental)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/January/2020_0122_1334_B2.html
22 January 2020 - 10:02 PM	13.98	120.91	016	1.8	006 km N 34° W of Agoncillo (Batangas)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/January/2020_0122_1402_B1.html
22 January 2020 - 10:20 PM	13.92	120.91	034	1.6	003 km S 52° W of Agoncillo (Batangas)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/January/2020_0122_1420_B1.html
22 January 2020 - 11:16 PM	14.11	120.97	004	3.4	001 km S 18° E of Tagaytay City (Cavite)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/January/2020_0122_1516_B1.html
22 January 2020 - 11:20 PM	08.82	126.53	024	2.3	026 km N 85° E of Marihatag (Surigao Del Sur)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/January/2020_0122_1520_B2.html
22 January 2020 - 11:31 PM	06.67	125.31	003	2.5	006 km N 51° W of Padada (Davao Del Sur)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/January/2020_0122_1531_B2.html
23 January 2020 - 12:38 AM	05.87	126.16	081	2.4	060 km S 89° E of Jose Abad Santos (Davao Occidental)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/January/2020_0122_1638_B2.html
23 January 2020 - 12:46 AM	13.98	120.91	034	1.7	006 km N 29° W of Agoncillo (Batangas)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/January/2020_0122_1646_B2.html
23 January 2020 - 01:02 AM	08.05	124.19	024	1.7	005 km N 34° E of Pantar (Lanao Del Norte)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/January/2020_0122_1702_B2.html
23 January 2020 - 02:02 AM	09.88	124.75	008	2.4	025 km N 87° E of Mabini (Bohol)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/January/2020_0122_1802_B2.html
23 January 2020 - 02:42 AM	06.43	125.27	020	2.5	019 km N 07° E of Malungon (Sarangani)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/January/2020_0122_1842_B2.html
23 January 2020 - 03:56 AM	14.06	120.96	032	1.7	003 km N 82° E of Laurel (Batangas)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/January/2020_0122_1956_B2.html
24 January 2020 - 04:04 AM	15.89	119.52	032	2.5	042 km N 81° W of Infanta (Pangasinan)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/January/2020_0122_2004_B2.html
23 January 2020 - 04:13 AM	15.80	118.85	015	1.9	107 km S 71° W of Agno (Pangasinan)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/January/2020_0122_2013_B2.html
23 January 2020 - 04:32 AM	06.64	125.27	031	2.2	010 km N 61° W of Sulop (Davao Del Sur)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/January/2020_0122_2032_B2.html
23 January 2020 - 05:24 AM	13.51	120.82	002	2.2	018 km S 18° W of Tingloy (Batangas)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/January/2020_0122_2124_B2.html
23 January 2020 - 06:22 AM	17.60	119.9	015	3.0	048 km N 87° W of Santa Catalina (Ilocos Sur)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/January/2020_0122_2222_B2.html
23 January 2020 - 06:47 AM	06.98	126.54	033	3.3	013 km S 54° E of Tarragona (Davao Oriental)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/January/2020_0122_2247_B2.html
23 January 2020 - 08:51 AM	05.93	125.33	034	2.7	006 km S 47° E of Malapatan (Sarangani)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/January/2020_0123_0051_B2.html
23 January 2020 - 08:54 AM	05.69	125.26	012	3.8	017 km S 30° E of Glan (Sarangani)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/January/2020_0123_0054_B3F.html
23 January 2020 - 10:04 AM	05.95	125.37	025	2.6	009 km S 75° E of Malapatan (Sarangani)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/January/2020_0123_0204_B2.html
23 January 2020 - 10:47 AM	13.77	120.92	033	1.6	003 km N 43° W of Mabini (Batangas)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/January/2020_0123_0247_B2.html
23 January 2020 - 11:34 AM	06.23	125.81	058	2.8	013 km N 73° E of Don Marcelino (Davao Occidental)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/January/2020_0123_0334_B2.html
23 January 2020 - 01:46 PM	05.07	126.12	037	2.5	082 km S 61° E of Sarangani (Davao Occidental)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/January/2020_0123_0546_B2.html
23 January 2020 - 02:04 PM	09.02	126.28	056	3.1	006 km N 05° W of Bayabas (Surigao Del Sur)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/January/2020_0123_0604_B2.html
23 January 2020 - 02:37 PM	13.80	120.88	034	2.0	008 km N 48° W of Mabini (Batangas)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/January/2020_0123_0637_B2.html
23 January 2020 - 04:39 PM	08.27	126.92	005	2.7	062 km N 66° E of Lingig (Surigao Del Sur)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/January/2020_0123_0839_B2.html
23 January 2020 - 04:53 PM	13.96	121.03	033	2.7	006 km N 19° W of Cuenca (Batangas)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/January/2020_0123_0853_B1.html
23 January 2020 - 05:26 PM	13.83	120.85	024	2.1	008 km S 69° W of San Luis (Batangas)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/January/2020_0123_0926_B1.html
23 January 2020 - 05:41 PM	07.34	127.17	001	3.5	066 km N 89° E of Caraga (Davao Oriental)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/January/2020_0123_0941_B2.html
23 January 2020 - 05:56 PM	13.70	121.01	038	1.9	010 km S 49° E of Mabini (Batangas)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/January/2020_0123_0956_B2.html
23 January 2020 - 07:04 PM	06.43	125.21	036	2.5	019 km N 14° W of Malungon (Sarangani)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/January/2020_0123_1104_B2F.html
23 January 2020 - 07:05 PM	06.52	125.28	022	3.5	011 km S 40° W of Sulop (Davao Del Sur)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/January/2020_0123_1105_B2F.html
23 January 2020 - 07:14 PM	07.42	127.22	017	3.6	073 km N 82° E of Caraga (Davao Oriental)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/January/2020_0123_1114_B2.html
23 January 2020 - 07:19 PM	06.53	125	029	1.9	006 km S 71° E of Lutayan (Sultan Kudarat)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/January/2020_0123_1119_B2.html
23 January 2020 - 07:19 PM	07.35	127.14	030	2.8	063 km N 88° E of Caraga (Davao Oriental)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/January/2020_0123_1119_B2_Caraga.html
23 January 2020 - 07:23 PM	07.40	127.18	024	3.2	068 km N 84° E of Caraga (Davao Oriental)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/January/2020_0123_1123_B2.html
23 January 2020 - 07:30 PM	07.43	127.31	022	3.1	083 km N 83° E of Caraga (Davao Oriental)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/January/2020_0123_1130_B2.html
23 January 2020 - 08:04 PM	09.73	126.37	006	2.6	025 km S 77° E of General Luna (Surigao Del Norte)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/January/2020_0123_1204_B2.html
23 January 2020 - 08:14 PM	07.31	127.47	001	3.1	100 km S 89° E of Caraga (Davao Oriental)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/January/2020_0123_1214_B2.html
23 January 2020 - 08:30 PM	07.39	127.09	004	3.6	059 km N 84° E of Caraga (Davao Oriental)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/January/2020_0123_1230_B2.html
23 January 2020 - 08:45 PM	07.27	126.91	010	2.9	039 km S 80° E of Caraga (Davao Oriental)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/January/2020_0123_1245_B2.html
23 January 2020 - 09:05 PM	12.64	123.34	013	4.6	015 km N 25° W of Aroroy (Masbate)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/January/2020_0123_1305_B2F.html
23 January 2020 - 09:18 PM	07.45	127.15	017	3.3	066 km N 78° E of Caraga (Davao Oriental)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/January/2020_0123_1318_B2.html
23 January 2020 - 09:21 PM	07.23	127.2	001	2.8	071 km S 81° E of Caraga (Davao Oriental)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/January/2020_0123_1321_B2.html
23 January 2020 - 09:29 PM	08.65	124.52	030	1.7	024 km N 36° W of Cagayan De Oro City (Misamis Oriental)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/January/2020_0123_1329_B2_Cagayan_De_Oro_City.html
23 January 2020 - 09:29 PM	06.32	124.89	033	1.9	007 km S 78° W of Tupi (South Cotabato)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/January/2020_0123_1329_B2_South_Cotabato.html
23 January 2020 - 09:38 PM	07.39	127.25	016	3.7	076 km N 85° E of Caraga (Davao Oriental)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/January/2020_0123_1338_B2.html
23 January 2020 - 10:12 PM	06.92	125	006	3.1	011 km S 65° W of Makilala (Cotabato)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/January/2020_0123_1412_B2F.html
23 January 2020 - 10:29 PM	13.75	120.74	026	2.3	014 km S 50° E of Calatagan (Batangas)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/January/2020_0123_1429_B2.html
23 January 2020 - 10:34 PM	07.42	127.21	015	2.9	071 km N 82° E of Caraga (Davao Oriental)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/January/2020_0123_1434_B2.html
23 January 2020 - 10:36 PM	08.52	126.71	009	2.7	044 km N 68° E of Hinatuan (Surigao Del Sur)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/January/2020_0123_1436_B2.html
23 January 2020 - 11:23 PM	07.48	127.23	030	3.1	076 km N 78° E of Caraga (Davao Oriental)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/January/2020_0123_1523_B2.html
23 January 2020 - 11:56 PM	11.35	125.7	018	3.0	009 km N 70° E of Hernani (Eastern Samar)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/January/2020_0123_1556_B2.html
24 January 2020 - 12:06 AM	05.48	126.59	051	2.6	117 km S 67° E of Jose Abad Santos (Davao Occidental)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/January/2020_0123_1606_B2.html
24 January 2020 - 12:11 AM	13.87	120.97	019	2.4	001 km N 52° E of Santa Teresita (Batangas)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/January/2020_0123_1611_B1.html
24 January 2020 - 12:53 AM	18.80	120.8	033	2.5	024 km N 01° E of Pagudpud (Ilocos Norte)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/January/2020_0123_1653_B2.html
24 January 2020 - 01:16 AM	07.94	126.97	009	3.3	081 km N 33° E of Caraga (Davao Oriental)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/January/2020_0123_1716_B2.html
24 January 2020 - 01:19 AM	05.56	126.04	080	2.7	059 km S 52° E of Jose Abad Santos (Davao Occidental)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/January/2020_0123_1719_B2.html
24 January 2020 - 01:47 AM	13.91	120.94	028	1.9	003 km S 07° E of Agoncillo (Batangas)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/January/2020_0123_1747_B1.html
24 January 2020 - 01:51 AM	07.38	126.91	010	2.8	039 km N 81° E of Caraga (Davao Oriental)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/January/2020_0123_1751_B2.html
24 January 2020 - 02:00 AM	06.57	124.71	055	2.1	009 km S 30° W of Tantangan (South Cotabato)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/January/2020_0123_1800_B2.html
24 January 2020 - 02:12 AM	14.09	120.85	002	3.2	009 km N 68° W of Laurel (Batangas)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/January/2020_0123_1812_B1.html
24 January 2020 - 03:40 AM	05.35	126.6	010	3.5	124 km S 61° E of Jose Abad Santos (Davao Occidental)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/January/2020_0123_1940_B2.html
24 January 2020 - 03:41 AM	13.95	120.95	018	2.1	002 km N 35° E of Agoncillo (Batangas)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/January/2020_0123_1941_B1.html
24 January 2020 - 04:18 AM	07.43	127.43	023	3.2	096 km N 84° E of Caraga (Davao Oriental)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/January/2020_0123_2018_B2.html
24 January 2020 - 04:22 AM	13.79	120.88	031	2.3	008 km N 55° W of Mabini (Batangas)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/January/2020_0123_2022_B2.html
24 January 2020 - 04:30 AM	07.44	127.01	015	3.2	050 km N 76° E of Caraga (Davao Oriental)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/January/2020_0123_2030_B2.html
24 January 2020 - 05:18 AM	13.98	120.91	006	2.2	006 km N 27° W of Agoncillo (Batangas)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/January/2020_0123_2118_B1.html
24 January 2020 - 05:34 AM	06.47	124.61	021	2.3	004 km N 82° W of Santo Niño (South Cotabato)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/January/2020_0123_2134_B2.html
24 January 2020 - 05:59 AM	03.23	123.11	510	4.6	349 km S 29° W of Kiamba (Sarangani)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/January/2020_0123_2159_B2.html
24 January 2020 - 06:13 AM	08.61	126.58	023	2.8	037 km S 55° E of Marihatag (Surigao Del Sur)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/January/2020_0123_2213_B2.html
24 January 2020 - 06:36 AM	12.54	123.6	001	2.8	013 km S 35° W of Monreal (Masbate)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/January/2020_0123_2236_B2.html
24 January 2020 - 07:21 AM	06.47	125.04	007	2.4	032 km N 46° W of Malungon (Sarangani)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/January/2020_0123_2321_B2.html
24 January 2020 - 07:53 AM	08.81	126.13	027	2.5	012 km N 55° W of San Agustin (Surigao Del Sur)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/January/2020_0123_2353_B2.html
24 January 2020 - 07:59 AM	13.99	121.01	029	2.2	010 km N 54° E of Agoncillo (Batangas)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/January/2020_0123_2359_B2.html
24 January 2020 - 09:31 AM	05.60	124.93	017	1.7	031 km S 17° W of Maasim (Sarangani)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/January/2020_0124_0131_B2.html
24 January 2020 - 09:51 AM	15.92	119.41	030	2.5	047 km S 62° W of Agno (Pangasinan)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/January/2020_0124_0151_B2.html
24 January 2020 - 10:15 AM	13.97	120.91	029	1.8	005 km N 30° W of Agoncillo (Batangas)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/January/2020_0124_0215_B1.html
24 January 2020 - 12:13 PM	13.59	120.6	030	1.6	021 km N 42° W of Abra De Ilog (Occidental Mindoro)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/January/2020_0124_0413_B2.html
24 January 2020 - 01:36 PM	10.16	126.5	001	2.7	050 km N 72° E of Burgos (Surigao Del Norte)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/January/2020_0124_0536_B2.html
24 January 2020 - 02:28 PM	09.33	122.48	031	2.5	020 km S 63° W of Basay (Negros Oriental)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/January/2020_0124_0628_B2.html
24 January 2020 - 02:29 PM	13.96	120.93	031	1.6	002 km N 03° W of Agoncillo (Batangas)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/January/2020_0124_0629_B1.html
24 January 2020 - 04:10 PM	05.53	126.93	081	3.0	156 km S 37° E of Governor Generoso (Davao Oriental)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/January/2020_0124_0810_B2.html
24 January 2020 - 04:54 PM	06.64	126.06	030	2.5	002 km S 63° W of Governor Generoso (Davao Oriental)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/January/2020_0124_0854_B2.html
24 January 2020 - 05:25 PM	18.35	120.36	014	1.8	027 km N 87° W of Pasuquin (Ilocos Norte)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/January/2020_0124_0925_B2.html
24 January 2020 - 05:44 PM	04.07	127.02	040	3.8	228 km S 49° E of Sarangani (Davao Occidental)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/January/2020_0124_0944_B2.html
24 January 2020 - 08:33 PM	11.95	124.3	075	2.6	004 km N 24° E of Almagro (Samar)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/January/2020_0124_1233_B2.html
24 January 2020 - 09:01 PM	18.14	120.87	027	2.8	007 km S 01° W of Carasi (Ilocos Norte)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/January/2020_0124_1301_B2.html
24 January 2020 - 09:06 PM	18.24	121.01	001	4.3	015 km N 74° E of Carasi (Ilocos Norte)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/January/2020_0124_1306_B3F.html
24 January 2020 - 09:19 PM	14.00	120.96	029	2.0	007 km N 20° E of Agoncillo (Batangas)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/January/2020_0124_1319_B2.html
24 January 2020 - 09:21 PM	18.16	120.89	021	2.0	005 km S 31° E of Carasi (Ilocos Norte)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/January/2020_0124_1321_B2.html
24 January 2020 - 09:39 PM	05.24	126.52	016	3.0	123 km S 55° E of Jose Abad Santos (Davao Occidental)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/January/2020_0124_1339_B2.html
24 January 2020 - 09:40 PM	18.21	120.96	018	3.5	010 km N 84° E of Carasi (Ilocos Norte)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/January/2020_0124_1340_B2F.html
